device_id,gender,age,group
-995305175717987000,F,16,F23-
5884483689974660000,M,24,M23-26
4108208744910200000,M,28,M27-28
3443341820488130000,M,28,M27-28
4208691863019770000,M,28,M27-28
4591063372170410000,M,28,M27-28
-4199010834745130000,F,28,F27-28
-7842413612641690000,M,24,M23-26
3461934087293590000,M,26,M23-26
-3674575255390630000,M,26,M23-26
-5606649249596600000,M,27,M27-28
-213353779945617000,M,36,M32-38
-8205379051048130000,M,21,M22-
5307788708228590000,M,21,M22-
1821701951950920000,M,27,M27-28
-2438552336173440000,F,31,F29-32
4135104708394070000,F,31,F29-32
-8226971700070020000,F,31,F29-32
6258630466726310000,M,46,M39+
-8478417775657610000,F,24,F24-26
3337015533655950000,M,44,M39+
2566372490705660000,M,47,M39+
-1212016761705450000,M,30,M29-31
-2391976359196360000,F,44,F43+
6699075782703160000,M,69,M39+
3497827818747530000,M,35,M32-38
-7437306951820370000,M,24,M23-26
-9130160281694300000,M,50,M39+
-6814951488132890000,M,28,M27-28
-8361796801002520000,M,20,M22-
-1076608917661870000,F,32,F29-32
7738513754769830000,F,32,F29-32
-7930309703209640000,F,56,F43+
-4512443915942800000,M,27,M27-28
2791816999869600000,F,49,F43+
-6691422097592620000,M,40,M39+
4680269749710240000,M,58,M39+
1406808744123450000,M,32,M32-38
-1635155490715040000,M,21,M22-
4647447869280560000,M,22,M22-
8701048124497330000,F,36,F33-42
3142061140851260000,M,32,M32-38
-3338267221297830000,F,38,F33-42
6072899648579370000,M,37,M32-38
-5328032184451060000,M,39,M39+
4872280586720170000,M,15,M22-
9092359541057620000,M,15,M22-
1951165708543290000,M,15,M22-
6794502373485770000,F,49,F43+
6042948494326750000,F,20,F23-
4166190512253310000,M,26,M23-26
-1507873571764490000,F,23,F23-
7211079577009370000,M,24,M23-26
795106297160504000,M,24,M23-26
4617845501292640000,M,22,M22-
-220202812159548000,M,27,M27-28
198241486676335000,M,22,M22-
-2368214634698010000,M,22,M22-
84595042658604100,M,25,M23-26
7387783845856380000,M,25,M23-26
-6430370098009700,F,26,F24-26
-1717817014162800000,M,34,M32-38
1835034802774550000,M,34,M32-38
-7908186546985110000,F,60,F43+
8224379408460150000,M,30,M29-31
-8216528422913020000,M,29,M29-31
4166151005048180000,M,22,M22-
-7520768989114110000,F,28,F27-28
-8282411334911930000,M,45,M39+
-1219309145074350000,M,31,M29-31
7214279266898520000,M,46,M39+
3384688908380350000,F,28,F27-28
8869773790906310000,F,34,F33-42
8435240413763060000,F,34,F33-42
-5998464438928500000,M,25,M23-26
610838320761916000,M,25,M23-26
-3021169960933080000,M,25,M23-26
-6002570241846410000,M,25,M23-26
-8425421917851140000,M,37,M32-38
-8205349019172630000,M,32,M32-38
8239901763494920000,M,34,M32-38
9103901776506430000,M,40,M39+
2124982468944330000,M,26,M23-26
-6274354270743830000,M,31,M29-31
1288618294682530000,M,41,M39+
6229738199228520000,F,26,F24-26
-4119382395654280000,F,43,F43+
7012761429262670000,M,43,M39+
-729297698840747000,M,46,M39+
4584198614002330000,M,18,M22-
2704537297823280000,M,28,M27-28
8868921230873030000,M,28,M27-28
-1622326261760330000,M,29,M29-31
4036433016173950000,M,34,M32-38
-7662632489135340000,F,30,F29-32
-4143064213533400000,M,37,M32-38
4974264160262480000,M,25,M23-26
-454045166665535000,M,27,M27-28
1588101383708150000,M,29,M29-31
-1805047652816860000,M,32,M32-38
8651721446609960000,F,31,F29-32
7433754152892050000,M,18,M22-
-7529338435364730000,M,26,M23-26
-1803060757859620000,M,28,M27-28
-4795981447775990000,M,28,M27-28
-8449863915785840000,M,21,M22-
-2981108298484090000,M,16,M22-
-3599491252486980000,F,31,F29-32
7927931667947850000,F,18,F23-
-8191621717238510000,F,18,F23-
-2204991343463630000,M,28,M27-28
-404995592571472000,M,53,M39+
2992324608287160000,M,27,M27-28
-4513998084634710000,M,29,M29-31
8728210461226030000,F,45,F43+
1614236200778660000,M,44,M39+
7358673829323690000,M,48,M39+
1659622657508050000,F,24,F24-26
4426355042952050000,M,24,M23-26
2624731578884480000,M,32,M32-38
-715058452636415000,F,31,F29-32
-3243869104664580000,F,40,F33-42
121361324938475000,M,40,M39+
4266747420346900000,F,34,F33-42
2820427919435160000,M,37,M32-38
-2684626074371090000,M,40,M39+
2611473075402940000,M,40,M39+
-3754927648968150000,F,35,F33-42
-1749090368336090000,F,24,F24-26
-3408207611067060000,M,40,M39+
586092760610438000,F,29,F29-32
-5934317866686600000,F,49,F43+
4088616913087240000,F,49,F43+
-5079362369027700000,F,49,F43+
683163627251332000,F,49,F43+
-2551350935451870000,F,49,F43+
-6833136401895110000,F,45,F43+
1843131649751700000,F,20,F23-
2243767246590350000,M,28,M27-28
-8725810678557680000,M,36,M32-38
1438527984083300000,M,24,M23-26
-3778449630980220000,F,54,F43+
-7718071414673010000,M,44,M39+
1652165490666560000,M,33,M32-38
7332254596044310000,M,54,M39+
-5413153386075220000,M,54,M39+
-6619738857855700000,F,25,F24-26
5682645365807430,M,38,M32-38
8034022066592710000,F,30,F29-32
1202718640123480000,M,30,M29-31
3612657343926650000,M,30,M29-31
-467070000936996000,M,30,M29-31
8629103201361200000,M,30,M29-31
-2182494239948710000,M,27,M27-28
-6626259057614740000,F,24,F24-26
-2596327281278050000,M,33,M32-38
2723664076734550000,F,58,F43+
5199707610238480000,F,39,F33-42
-2266156591012370000,M,42,M39+
-2096353838455100000,F,25,F24-26
2078808268023630000,F,25,F24-26
5713233627540320000,M,30,M29-31
-7575966209827570000,M,39,M39+
-4946535091863430000,M,35,M32-38
5857205614759510000,F,34,F33-42
3402975690099940000,F,34,F33-42
-8049071415989180000,M,27,M27-28
4779017854968620000,M,37,M32-38
8530852124230190000,F,32,F29-32
-3061493344740550000,M,37,M32-38
-2254634287579990000,F,49,F43+
7708122292418390000,M,35,M32-38
-7498702666804580000,F,25,F24-26
2660635512975010000,F,25,F24-26
-4608837671295130000,M,28,M27-28
-8004143411643920000,M,28,M27-28
-8693505211644130000,M,20,M22-
932571709280227000,M,51,M39+
-4116342641784160000,M,33,M32-38
6030402859634100000,M,33,M32-38
379534590281894000,M,34,M32-38
-6099052844729790000,F,44,F43+
4322808333976800000,M,45,M39+
521542743333556000,F,19,F23-
6854734638664630000,F,51,F43+
-3682663129541880000,M,52,M39+
6432846305592060000,F,54,F43+
4955632557142120000,M,34,M32-38
-2089168020154990000,M,30,M29-31
-5209568136883140000,M,27,M27-28
-6814518689288400000,M,41,M39+
7302922394824850000,M,41,M39+
-938639320554871000,M,41,M39+
6439972484890030000,M,41,M39+
4790341342815430000,F,52,F43+
-6601700199656810000,M,51,M39+
7289109591833130000,F,35,F33-42
6504098562964700000,F,35,F33-42
-6766263034454110000,F,35,F33-42
-2575974799462100000,F,35,F33-42
985178220933663000,F,35,F33-42
-8063261871608160000,M,32,M32-38
1130747211104870000,M,26,M23-26
5747468343178470000,M,64,M39+
-5292652821862000000,M,26,M23-26
1760381175485900000,M,20,M22-
-6074626979803110000,F,36,F33-42
4403631980855220000,M,28,M27-28
-1552915378198140000,M,28,M27-28
4346564757416520000,F,40,F33-42
1927562227556430000,F,40,F33-42
6227182300701900000,M,31,M29-31
-303779329660536000,F,28,F27-28
-443041709270886000,F,35,F33-42
-8760661500497770000,F,23,F23-
6945852581264190000,M,34,M32-38
6848020536467110000,F,20,F23-
8018419853875170000,M,41,M39+
9144555328077060000,M,26,M23-26
-6698594906943310000,M,27,M27-28
1240178082588340000,F,36,F33-42
-3195871194392000000,M,24,M23-26
-7741192315554050000,M,33,M32-38
-3626491403435280000,M,33,M32-38
-7828444157091090000,M,33,M32-38
8762981197606850000,M,41,M39+
2263654112875710000,M,29,M29-31
-2543634717554070000,F,54,F43+
8205705190092630000,F,54,F43+
6941209442551780000,F,54,F43+
3918366050197500000,M,40,M39+
3711276116331410000,M,32,M32-38
-8062616309671620000,M,29,M29-31
6775741495085530000,M,29,M29-31
-8792071795553740000,M,29,M29-31
190349240355605000,M,29,M29-31
1782617710317630000,M,29,M29-31
8770958483871860000,M,29,M29-31
4453757595034390000,M,29,M29-31
-6960771865131860000,M,28,M27-28
6551678698034510000,M,28,M27-28
5515334442396850000,M,28,M27-28
3526967708392050000,M,28,M27-28
-4644367290646580000,M,25,M23-26
-205671148041459000,M,29,M29-31
-2157946713311530000,M,28,M27-28
-8069145828674430000,M,26,M23-26
-7172916949501340000,M,46,M39+
-8020669548971930000,M,47,M39+
-1969414394081930000,M,42,M39+
5255262205312720000,M,42,M39+
-9054457302185570000,F,55,F43+
8564608792202410000,F,38,F33-42
-4235831479924880000,M,31,M29-31
-1883107096125610000,M,31,M29-31
-7802216540848630000,M,44,M39+
-6503879570528900000,F,28,F27-28
6860581958521000000,F,22,F23-
4994589933863680000,F,22,F23-
-7760467737262530000,F,22,F23-
761898182429805000,M,50,M39+
-669426881946113000,M,50,M39+
5129646489407850000,M,50,M39+
3389875783935240000,M,31,M29-31
369250044195745000,M,26,M23-26
-724893342776136000,M,26,M23-26
-4612405206461830000,M,40,M39+
2671168679564710000,M,28,M27-28
-6210104216216710000,M,27,M27-28
-1171085967586840000,M,27,M27-28
-9003202516657720000,M,26,M23-26
5906219083450830000,M,53,M39+
-2297450452665400000,M,41,M39+
-5769073728644570000,M,36,M32-38
5832222226503980000,F,39,F33-42
-2986703383724950000,F,28,F27-28
-3033413179625180000,F,28,F27-28
-6657975075933010000,M,47,M39+
-5629627332450560000,M,47,M39+
2644468582442880000,F,28,F27-28
8493082918401190000,M,23,M23-26
-2402140013899490000,M,27,M27-28
8481295375757670000,M,27,M27-28
7450468708992370000,M,27,M27-28
-2950551607071920000,F,36,F33-42
2989237252536470000,M,38,M32-38
-5573497240773620000,M,19,M22-
6289786136952460000,M,19,M22-
-4727369769647730000,M,19,M22-
966019560095091000,M,46,M39+
8992576008426030000,F,24,F24-26
4737482045259510000,M,40,M39+
6848557870866840000,M,48,M39+
-17033657844308200,M,34,M32-38
4262869599017610000,F,22,F23-
7606057746192160000,M,46,M39+
2342946247193640000,M,46,M39+
5552019540650390000,M,30,M29-31
-3810513966282550000,F,25,F24-26
4952667696193170000,F,25,F24-26
6959262750488730000,M,37,M32-38
8512765792328360000,M,30,M29-31
2939535768722670000,M,23,M23-26
7309917585325970000,M,23,M23-26
2323769976735000000,M,23,M23-26
3688067510048260000,M,23,M23-26
-5217814244410270000,M,23,M23-26
-6372303649474950000,M,25,M23-26
2414464903862240000,F,25,F24-26
-3736585033506400000,F,25,F24-26
6638318788464180000,M,30,M29-31
4990411660136130000,M,30,M29-31
1715129076513110000,F,37,F33-42
-5916907896940520000,M,22,M22-
2477766252972160000,F,33,F33-42
1081438739623500000,M,32,M32-38
-1447323102388460000,M,37,M32-38
-5417408082219730000,M,37,M32-38
6699128777191500000,M,26,M23-26
7660933799154960000,M,27,M27-28
-6746170968965030000,M,22,M22-
4874446009245270000,M,21,M22-
-9025849557208250000,F,28,F27-28
-8733182345322460000,F,45,F43+
-846619372650187000,M,21,M22-
8404522543402540000,F,27,F27-28
5236604163767730000,M,34,M32-38
70333084142575000,F,21,F23-
6268218880921920000,M,21,M22-
3077133957621610000,M,31,M29-31
-3970322997494690000,F,28,F27-28
2046191783138440000,M,25,M23-26
-4841793840802620000,M,25,M23-26
8560973779565780000,F,35,F33-42
1685973510651670000,F,30,F29-32
-8665875468114510000,F,30,F29-32
-6873249762659080000,M,31,M29-31
-2477227142907700000,M,31,M29-31
-7091262068347890000,M,31,M29-31
-806453135935725000,F,30,F29-32
-8182141642573790000,M,45,M39+
-9043757469549680000,F,35,F33-42
-5638190583838600000,M,33,M32-38
35048289556697500,M,44,M39+
-8630002466380550000,M,23,M23-26
-1534192174463000000,M,23,M23-26
-5269424049529810000,F,31,F29-32
-8021211759877600000,F,38,F33-42
6235244078839940000,F,38,F33-42
8527774847484060000,F,21,F23-
6018458536132080000,M,32,M32-38
-7818426583703510000,M,23,M23-26
-8036879440891020000,M,35,M32-38
-540776662405607000,M,28,M27-28
-3277770083997510000,M,28,M27-28
-67916721587356800,M,28,M27-28
8754523124081770000,M,34,M32-38
4188072630459880000,M,26,M23-26
9013191409586800000,M,28,M27-28
-8447417767376490000,F,17,F23-
-5258983184717060000,F,34,F33-42
-316186543742964000,M,45,M39+
8435739005604720000,F,32,F29-32
-5166414164876280000,M,23,M23-26
2415000308405610000,F,43,F43+
6255127333286660000,M,25,M23-26
5542358161230620000,M,34,M32-38
5341565968405170000,M,25,M23-26
-5488470695993230000,M,44,M39+
-7349919180236320000,F,32,F29-32
-4446670506607860000,M,34,M32-38
1974930236628180000,F,28,F27-28
2654898741865320000,M,27,M27-28
-2770492000652330000,F,37,F33-42
775535120385573000,M,38,M32-38
7035418568117130000,F,23,F23-
-8640709203616050000,F,37,F33-42
-2332953165844630000,M,29,M29-31
-573843288133968000,M,20,M22-
-986942468457479000,M,20,M22-
-5021771864446350000,M,27,M27-28
-6183424518671160000,M,31,M29-31
1794759182642310000,M,23,M23-26
2711599980060890000,M,30,M29-31
-1583263336250590000,M,29,M29-31
-1117051623994100000,M,29,M29-31
6026559897602220000,M,32,M32-38
-8309820402004670000,M,32,M32-38
-1949132825748040000,M,35,M32-38
-3623805009491180000,M,21,M22-
-1571056469896550000,M,29,M29-31
-9073631344091250000,M,23,M23-26
1496158778109730000,F,26,F24-26
2022162975599610000,M,41,M39+
-6648326052473330000,M,41,M39+
5370060705649320000,M,33,M32-38
7714645284270720000,F,36,F33-42
-21374572659843500,M,23,M23-26
5563664314389530000,M,28,M27-28
3285794392034840000,F,42,F33-42
8062556572826630000,F,42,F33-42
-4317267241662020000,F,42,F33-42
-7836751762775780000,M,32,M32-38
-486293576861695000,M,33,M32-38
-5880597354230850000,M,24,M23-26
5351522379410730000,M,33,M32-38
4152220342957870000,M,33,M32-38
-2284882867269350000,M,33,M32-38
5932569874146700000,M,33,M32-38
-3481161343487780000,M,48,M39+
-1771309120712280000,F,35,F33-42
-7600693920995530000,M,50,M39+
-5720106383288360000,F,25,F24-26
-5941381086339070000,F,29,F29-32
-1728779896473500000,M,46,M39+
2035564215189740000,M,45,M39+
4574940223712300000,M,25,M23-26
-340922512852371000,M,38,M32-38
3335736416372860000,M,35,M32-38
7985297336653350000,M,32,M32-38
7052266492874290000,F,40,F33-42
2223741600210060000,M,37,M32-38
-6447018568496050000,F,22,F23-
-3629634210091420000,M,29,M29-31
1860720655031750000,M,48,M39+
8338847200190440000,F,26,F24-26
-6628525229860710000,M,32,M32-38
1622717788625720000,F,30,F29-32
-3276696930954000000,F,33,F33-42
-6250374472097440000,M,44,M39+
-3584988027060930000,F,50,F43+
4024539460868900000,M,52,M39+
-1713567416859410000,M,52,M39+
4275041859770420000,F,43,F43+
4838794594705170000,M,48,M39+
-479111355606283000,M,48,M39+
6334419945680130000,M,48,M39+
-8590108320264610000,F,27,F27-28
2514929851370350000,F,27,F27-28
2206863240309170000,M,36,M32-38
5369720726317910000,F,28,F27-28
1220141222514010000,F,28,F27-28
9013430662205840000,M,22,M22-
-6195637629584430000,M,28,M27-28
4011708534097670000,M,48,M39+
-7548573210382240000,F,21,F23-
-98304245079629400,F,21,F23-
4292257546483520000,M,39,M39+
4191090494599340000,M,32,M32-38
6303765688030650000,M,43,M39+
6067883330564640000,F,22,F23-
4618160539011120000,F,22,F23-
-5778633804349720000,F,22,F23-
-5071220756939240000,M,39,M39+
7648980269495550000,F,47,F43+
3751556080923780000,M,21,M22-
-910432871681927000,F,53,F43+
6101690683232520000,F,31,F29-32
4286948497020370000,F,31,F29-32
-1968053005968670000,M,35,M32-38
-3622323409467290000,M,35,M32-38
-9137774520292620000,M,47,M39+
-7012832426253280000,F,25,F24-26
1834389478016200000,F,22,F23-
-5983214694470460000,F,29,F29-32
8334064735245510000,M,33,M32-38
4367575117725690000,M,33,M32-38
5519397573964340000,M,29,M29-31
-8238018502287480000,F,43,F43+
2629287309132070000,F,33,F33-42
-8958391061069600000,F,31,F29-32
-4441789227970280000,F,32,F29-32
-3560613143544270000,F,32,F29-32
-7966679281595640000,F,32,F29-32
-5484440023437130000,F,32,F29-32
8000059869464270000,F,32,F29-32
8592940554246940000,F,32,F29-32
-3571602826969810000,M,38,M32-38
328049898465958000,M,61,M39+
-7714236320541760000,F,53,F43+
-2679150906861160000,M,54,M39+
-62323845893832100,M,31,M29-31
-5775730697700400000,M,28,M27-28
-778091204089444000,M,50,M39+
5995636917593130000,M,50,M39+
-1890639360862730000,F,32,F29-32
1261314982604940000,F,30,F29-32
-5606589273721250000,M,32,M32-38
-5492384578151080000,M,31,M29-31
20974438945734200,M,29,M29-31
-4443862036100890000,F,35,F33-42
7794998998001260000,F,24,F24-26
6297063656111420000,M,34,M32-38
-629396612121230000,M,43,M39+
7689704118961390000,M,43,M39+
-6505275980854760000,M,43,M39+
8289429094150750000,M,28,M27-28
5081286090320780000,F,20,F23-
657673635363630000,F,20,F23-
-3254665192100560000,M,31,M29-31
-7428776546965780000,M,31,M29-31
-8475094500256630000,M,26,M23-26
-8007360500917570000,M,26,M23-26
-7261935474625050000,F,49,F43+
1241412468749170000,M,24,M23-26
5926789341804320000,F,19,F23-
-2107978186362600000,M,37,M32-38
-1405272043569160000,M,37,M32-38
-241204943626782000,M,31,M29-31
-8796037593331280000,M,35,M32-38
-1948295095464180000,F,45,F43+
-7840156939148790000,F,26,F24-26
3544708557060500000,M,27,M27-28
2127093668282920000,M,53,M39+
6528806153258340000,M,27,M27-28
-857831076862171000,M,27,M27-28
4818436293140510000,M,27,M27-28
255778491789037000,M,27,M27-28
167255965170445000,M,27,M27-28
-2752622769038290000,F,29,F29-32
-8211225194926240000,M,23,M23-26
4692516453177980000,M,37,M32-38
5273764744239960000,M,37,M32-38
4344594576919170000,M,32,M32-38
-945151652116742000,M,32,M32-38
-5008341635002660000,M,19,M22-
4007064750784880000,M,22,M22-
4970357138863690000,F,20,F23-
-1181273002911770000,M,26,M23-26
1304158245999220000,M,41,M39+
-8618891391118090000,F,24,F24-26
1973281198902880000,M,24,M23-26
-1764195838434600000,M,51,M39+
-4153300812928120000,F,24,F24-26
-8415131104054640000,M,30,M29-31
8374154301929500000,M,22,M22-
4615920224133460000,M,57,M39+
-5268078409631060000,F,30,F29-32
7153397466711310000,M,48,M39+
6927084994051040000,M,21,M22-
3244009522241300000,M,25,M23-26
-665323967171360000,M,25,M23-26
-5727407624603750000,M,39,M39+
-5216130724029990000,M,30,M29-31
2610470509067670000,F,24,F24-26
-8951776441090610000,M,51,M39+
8300507107983760000,F,31,F29-32
-252644582786378000,M,33,M32-38
-7253598574337990000,M,33,M32-38
2212221816757780000,M,33,M32-38
-8006785317759410000,F,28,F27-28
-540465294092989000,M,60,M39+
-6147628791899340000,F,22,F23-
6572664721368040000,F,25,F24-26
5540225243355960000,M,24,M23-26
-4034702357663850000,F,27,F27-28
1559127661002000000,F,27,F27-28
3558213964417950000,F,29,F29-32
3488474663149340000,F,29,F29-32
-4125406355172710000,F,29,F29-32
-3974507497996950000,M,23,M23-26
-829314833267305000,F,27,F27-28
7437407516803270000,M,54,M39+
-881170723965932000,M,28,M27-28
-2662837661093640000,M,43,M39+
4732638989464720000,M,27,M27-28
7050047828261080000,M,38,M32-38
-8448840466355910000,M,38,M32-38
-9073325454084200000,M,24,M23-26
-355672466021222000,M,24,M23-26
4980872604503210000,M,24,M23-26
-5810135797411670000,M,24,M23-26
2327952345601690000,M,21,M22-
5592065276904210000,F,20,F23-
-4594821528106950000,F,51,F43+
601410688977958000,F,30,F29-32
8917507614514980000,M,26,M23-26
5423030573796450000,M,26,M23-26
5491108204658550000,F,32,F29-32
-4053973202238170000,M,45,M39+
7937589430926980000,M,23,M23-26
616751517347154000,M,28,M27-28
428655654180858000,M,34,M32-38
-5572910893131830000,F,23,F23-
5766640846868340000,M,22,M22-
-1618701596745160000,M,28,M27-28
5920773735068680000,M,28,M27-28
9074685326196200000,F,31,F29-32
6661681060726270000,F,21,F23-
-7311314209758020000,F,31,F29-32
4141821309125270000,F,31,F29-32
3874471133645500000,F,31,F29-32
2071410271709720000,F,20,F23-
6253945085201510000,F,29,F29-32
-1470062299214560000,M,28,M27-28
-4995749754086220000,F,26,F24-26
5941240169554970000,M,20,M22-
76916988331720900,M,47,M39+
2630900863743070000,F,31,F29-32
-5114851094311730000,M,29,M29-31
-8913461047765850000,F,41,F33-42
1638556395158930000,M,29,M29-31
-3305906893536820000,F,29,F29-32
3449521481531320000,F,28,F27-28
-8210583382055200000,M,43,M39+
-5867344494225920000,M,29,M29-31
2039585326364980000,M,28,M27-28
4991412824895540000,M,39,M39+
8606849752715380000,M,36,M32-38
2901615359675820000,M,25,M23-26
3849477411265650000,M,23,M23-26
9161798030495350000,M,24,M23-26
4649528492433570000,F,21,F23-
-2499726554654270000,F,54,F43+
6669178151501790000,M,24,M23-26
7922353031924790000,M,25,M23-26
1169394195799970000,M,22,M22-
-734944161301336000,M,24,M23-26
-6997153985371130000,F,28,F27-28
5831833847227410000,M,20,M22-
2786199611929180000,F,30,F29-32
4980388251762940000,F,30,F29-32
7510499494994660000,F,29,F29-32
1438236443386080000,M,25,M23-26
7030955255264310000,M,26,M23-26
-3617418859840620000,M,26,M23-26
8422222894467930000,M,29,M29-31
-8684382360440000000,F,43,F43+
3819812833698600000,F,32,F29-32
4104147673331360000,M,27,M27-28
5244660530868060000,F,53,F43+
4325142454240350000,M,31,M29-31
-2358046661032360000,M,31,M29-31
-2263342953763300000,F,32,F29-32
16024881108785200,M,19,M22-
2901491659068630000,M,30,M29-31
-1087081533118960000,M,34,M32-38
-2513411396033240000,M,32,M32-38
1824589187996650000,F,56,F43+
8514494752786050000,M,23,M23-26
2505188515884410000,F,34,F33-42
-1932898218512820000,M,41,M39+
-7135060572554980000,M,41,M39+
-4274681538107770000,M,44,M39+
405500767155750000,M,28,M27-28
-5230807691852880000,M,33,M32-38
-5613125343986250000,M,33,M32-38
6524302801190900000,F,29,F29-32
-744475600656645000,M,37,M32-38
1100520651357050000,F,25,F24-26
-4776629292473440000,F,35,F33-42
-6320416213929330000,M,29,M29-31
-8452650356023450000,F,25,F24-26
-7576599921872820000,M,28,M27-28
-7232162447289730000,F,21,F23-
8123210164512610000,M,41,M39+
2700207993582230000,F,26,F24-26
2343864157881380000,M,43,M39+
-8003194797770740000,F,28,F27-28
-4652402798628260000,M,33,M32-38
-2722677947984200000,F,32,F29-32
1769764551150230000,F,18,F23-
-5688475361684720000,M,31,M29-31
-5585600851254300000,M,21,M22-
-6444196896893430000,M,49,M39+
-8355039579662890000,M,27,M27-28
-4605309443920950000,M,29,M29-31
-731024458823003000,M,45,M39+
7424038494523940000,M,45,M39+
4831215119476470000,M,40,M39+
-5680032093930080000,M,29,M29-31
3059414735691980000,M,29,M29-31
2621058280856660000,F,46,F43+
799776321633516000,F,28,F27-28
-1295911556931640000,F,55,F43+
3986187129046670000,M,23,M23-26
-4885062990829550000,M,23,M23-26
8087284396223160000,M,41,M39+
4641500661675070000,F,41,F33-42
-175000011380408000,F,39,F33-42
-1780157679979930000,M,46,M39+
4133040558909830000,F,38,F33-42
-5824680242768070000,F,37,F33-42
-1629665335359210000,M,33,M32-38
3040476845764750000,M,44,M39+
8731254775599450000,M,28,M27-28
-8843016334871140000,F,24,F24-26
-1876162167362880000,F,59,F43+
-7752208755356640000,F,59,F43+
-8941736268112890000,F,59,F43+
8632655007087470000,F,59,F43+
-7037142696816540000,F,59,F43+
8470210235798680000,M,39,M39+
-7156187629396490000,M,21,M22-
-2688131484801220000,M,30,M29-31
-1509015960436850000,M,24,M23-26
1499797379223390000,M,31,M29-31
7285624397450410000,M,20,M22-
6550927297987480000,M,49,M39+
-3047937681894970000,M,49,M39+
972873795936789000,M,49,M39+
8231504806354180000,M,49,M39+
2938459516745680000,M,49,M39+
2835185346577640000,M,26,M23-26
-449628570869730000,M,26,M23-26
8887450469526830000,M,26,M23-26
-8572734869098000000,F,30,F29-32
8728329891400230000,F,30,F29-32
3623380419369940000,F,31,F29-32
-4456753392103820000,M,26,M23-26
407759138767335000,F,28,F27-28
3066113561077040000,M,38,M32-38
-4406306937728250000,F,25,F24-26
-1577301293561810000,M,21,M22-
-4546913444541790000,M,21,M22-
-7870527724136270000,F,43,F43+
8836254723179120000,F,33,F33-42
7037327161862920000,F,29,F29-32
-6828543611190490000,M,29,M29-31
7511518748534900000,M,28,M27-28
-1605715098572190000,M,26,M23-26
-24188475164203900,M,32,M32-38
4687547322447060000,M,32,M32-38
-5571526387473480000,M,72,M39+
-6290926778810290000,M,23,M23-26
1095874889444430000,F,19,F23-
-510678411430762000,F,28,F27-28
6898184027042700000,M,32,M32-38
7297909308198310000,M,32,M32-38
-278368369033195000,F,24,F24-26
4460275318981920000,M,30,M29-31
-7263040555501470000,F,32,F29-32
-6680101329395410000,M,25,M23-26
-5290404221920280000,M,58,M39+
1869577308086550000,M,25,M23-26
-3866584776969190000,M,26,M23-26
8722712061569220000,F,57,F43+
-5106023945044520000,M,35,M32-38
6626618242198410000,F,36,F33-42
1314004282340510000,M,22,M22-
-4744173253532230000,M,40,M39+
-6221057196180280000,M,40,M39+
4167368920446850000,F,46,F43+
-1836914930981090000,M,29,M29-31
-3956981914711720000,F,22,F23-
2268120038560660000,M,37,M32-38
-3712098829324680000,M,37,M32-38
-6136133140379930000,F,36,F33-42
4727338982618260000,M,25,M23-26
3275536777263050000,F,29,F29-32
-4055734872274440000,F,28,F27-28
3520341859316790000,F,30,F29-32
-2423508905480320000,M,32,M32-38
4879975427344100000,F,30,F29-32
-6802931483292090000,F,27,F27-28
6916352884352860000,F,27,F27-28
8013191249785910000,F,27,F27-28
2324891843819550000,F,21,F23-
-4336104627594150000,M,32,M32-38
-6317796665798270000,F,37,F33-42
4239892963042940000,M,20,M22-
-1649173611732790000,F,25,F24-26
-6767015581270270000,F,24,F24-26
-3883709494503300000,M,35,M32-38
-8138172751017120000,M,29,M29-31
2188132575947350000,M,29,M29-31
5253044428747040000,M,30,M29-31
-9200318185250620000,F,36,F33-42
6960945257996830000,M,29,M29-31
-3889920089537560000,M,21,M22-
-8627679590739660000,M,33,M32-38
-5995654794023410000,F,18,F23-
-4982444887946410000,F,25,F24-26
-7068546636179930000,M,38,M32-38
-6474492330751410000,F,47,F43+
-7201820062529320000,M,27,M27-28
-2244858500717530000,F,25,F24-26
8896550077776980000,M,27,M27-28
-8608520829200630000,M,27,M27-28
1768976577274120000,M,24,M23-26
-8872396843900110000,F,28,F27-28
8466566254715820000,F,19,F23-
-588540950869818000,M,27,M27-28
2335339700269360000,F,75,F43+
-1117991894112930000,M,20,M22-
-3731058355901120000,M,20,M22-
7169792829042230000,M,22,M22-
2889446690605990000,M,31,M29-31
-7775696085411390000,M,31,M29-31
314742732889396000,M,29,M29-31
8511368054729350000,M,29,M29-31
-2340384516022130000,F,21,F23-
-8329789881643650000,M,18,M22-
1197680556167250000,M,18,M22-
8076959211348060000,M,20,M22-
-4723784166516300000,F,28,F27-28
619952598115518000,M,22,M22-
1114954161606010000,M,30,M29-31
-2749626979629310000,F,24,F24-26
-6053135675500580000,F,24,F24-26
5865348763328280000,M,43,M39+
-3223656092596200000,M,40,M39+
6265736579953430000,F,54,F43+
-4127708163821290000,M,24,M23-26
5601851359248220000,F,27,F27-28
7081441996974390000,M,34,M32-38
-4655363795516110000,M,24,M23-26
8751296932702060000,M,22,M22-
8782496659112390000,F,22,F23-
-7821826839247750000,M,28,M27-28
-8268994249872830000,F,23,F23-
-3551995477051370000,M,34,M32-38
-4665196621695210000,M,30,M29-31
-4655906437547850000,M,30,M29-31
-1153254387362870000,F,48,F43+
1087209700835060000,M,50,M39+
2867559232023890000,M,50,M39+
3128515255415160000,M,25,M23-26
-4907020688694120000,M,25,M23-26
-7414631365537430000,M,25,M23-26
