Unnamed: 0,device_id,gender,age,group,phone_brand,device_model,event_id,timestamp,city,state,longitude,latitude
34931,2.8991867967838034e+18,M,22,M22-,Xiaomi,MI 2,44144.0,2016-05-05 12:52:38,Dhone,AndhraPradesh,77.92470999999998,15.510226000000001
34977,-6.632135232377791e+18,M,27,M27-28,Qiku,青春版,6385.0,2016-05-02 08:22:16,Visakhapatnam,AndhraPradesh,83.384458,17.783679
35141,6.492894715450237e+17,F,22,F23-,HTC,606w,908452.0,2016-05-06 18:38:24,Aizawl,Mizoram,92.790409,23.807181
35152,-6.379108036294803e+18,M,24,M23-26,Samsung,Galaxy Note 2,95033.0,2016-05-06 11:51:03,Kadiri,AndhraPradesh,78.230558,14.188519
35253,6.372674607399603e+18,F,26,F24-26,Xiaomi,红米1S,60936.0,2016-05-03 22:14:01,Ramagundam,AndhraPradesh,79.507458,18.896276999999998
35257,7.258750623320655e+18,M,41,M39+,OPPO,R811,6541.0,2016-05-04 08:36:24,Visakhapatnam,AndhraPradesh,83.37593799999998,17.775655
35474,-7.207345231770989e+17,M,27,M27-28,Coolpad,大神F2全高清版,9593.0,2016-05-06 10:20:19,Visakhapatnam,AndhraPradesh,83.335771,17.776198
35561,2.61206117734871e+18,F,35,F33-42,Huawei,荣耀畅玩4C,40432.0,2016-05-04 10:34:57,Serilungampalle,AndhraPradesh,78.34468199999998,17.550048
35695,-1.0734350174290074e+18,M,60,M39+,Huawei,Ascend P7,420254.0,2016-05-04 15:19:02,Miryalaguda,AndhraPradesh,79.64188299999998,16.894869
35697,-4.770616948683604e+18,F,23,F23-,OPPO,R7s,283634.0,2016-05-07 16:11:14,Bobbili,AndhraPradesh,83.40692299999998,18.638382999999997
35724,-6.212513673087069e+16,F,25,F24-26,vivo,X5M,8017.0,2016-05-07 09:28:48,Visakhapatnam,AndhraPradesh,83.379677,17.816078
35812,8.79862865128465e+18,F,23,F23-,Samsung,Galaxy Note 3,7134.0,2016-05-03 09:11:22,Visakhapatnam,AndhraPradesh,83.343786,17.752983
35939,-2.5675080986635366e+18,M,30,M29-31,Coolpad,大神F1Plus,7507.0,2016-05-04 09:12:13,Visakhapatnam,AndhraPradesh,83.351412,17.802592999999995
36213,-3.3845694645255373e+18,M,29,M29-31,Huawei,B199,6268.0,2016-05-02 08:12:39,Visakhapatnam,AndhraPradesh,83.31676399999998,17.822576
37256,-4.932386282225488e+18,M,23,M23-26,HTC,M8St,507763.0,2016-05-06 10:45:21,Miryalaguda,AndhraPradesh,79.666715,16.920773
37261,1.8936600058065912e+18,F,27,F27-28,Meizu,MX4,115931.0,2016-05-05 20:46:09,Tuni,AndhraPradesh,82.601564,17.425685
37310,4.4226477574435343e+18,M,31,M29-31,Samsung,Galaxy Win,2913707.0,2016-05-01 16:40:26,Bhongir,AndhraPradesh,78.912325,17.531185
37311,5.776942624092364e+18,M,23,M23-26,OPPO,U705T,10097.0,2016-05-01 11:56:35,Visakhapatnam,AndhraPradesh,83.351312,17.803136000000006
37313,3.0461541485786995e+17,M,29,M29-31,OPPO,R1S,1437403.0,2016-05-07 21:32:57,Kamareddi,AndhraPradesh,78.44393799999997,18.418344
37316,8.018457653717222e+18,M,25,M23-26,Huawei,荣耀6,666466.0,2016-05-02 05:53:26,Aizawl,Mizoram,92.759289,23.774549
37328,-3.8555559942235607e+18,M,24,M23-26,Huawei,荣耀畅玩4C,191190.0,2016-05-05 22:37:01,Mangalagiri,AndhraPradesh,80.57561100000002,16.508654
37329,7.89697187304383e+18,M,46,M39+,vivo,Y11,35104.0,2016-05-03 07:47:23,Srikalahasti,AndhraPradesh,79.796047,13.776435999999999
37330,2.822423706517426e+18,M,46,M39+,Samsung,Galaxy A8,44057.0,2016-05-05 12:17:17,Koratla,AndhraPradesh,78.808624,18.867591
37367,1.6246514740877222e+18,M,34,M32-38,OPPO,R7,6665.0,2016-05-07 08:03:59,Visakhapatnam,AndhraPradesh,83.314394,17.796066
37409,-3.585158038438888e+18,M,21,M22-,vivo,Xplay3S,38651.0,2016-05-05 09:06:50,Vuyyuru,AndhraPradesh,80.94505600000002,16.446049000000002
37423,9.20809431452923e+18,F,29,F29-32,Samsung,Galaxy Note 3,935600.0,2016-05-02 19:26:29,Malkajgiri,AndhraPradesh,78.66928800000002,17.618463000000006
37424,-8.06894164250652e+18,M,31,M29-31,Samsung,Galaxy Note 3,52372.0,2016-05-05 17:07:42,Ongole,AndhraPradesh,80.101968,15.596948000000001
37452,-7.151770491998507e+18,M,22,M22-,OPPO,Find 7,7445.0,2016-05-04 09:08:28,Visakhapatnam,AndhraPradesh,83.396079,17.782773000000006
37521,1.3690322181194245e+18,M,28,M27-28,Huawei,G610T,1366815.0,2016-05-04 11:29:55,Sirsilla,AndhraPradesh,78.83201700000002,18.433801000000006
37531,-1.4566609177387873e+18,M,26,M23-26,Huawei,荣耀3C,816405.0,2016-05-04 12:56:27,Warangal,AndhraPradesh,79.61771800000002,18.061592
37536,-2.79552642424607e+18,M,26,M23-26,Huawei,荣耀3C,9626.0,2016-05-06 10:39:17,Visakhapatnam,AndhraPradesh,83.376131,17.795414
37564,-7.448653611342312e+18,M,22,M22-,Samsung,Galaxy S3 Neo+,70323.0,2016-05-07 00:25:01,Ongole,AndhraPradesh,80.123212,15.595154999999998
37596,5.613698375087422e+18,F,44,F43+,Xiaomi,MI 2S,2622986.0,2016-05-04 19:41:31,Tuni,AndhraPradesh,82.58455599999998,17.427995000000006
37597,1.9594312347868275e+18,M,21,M22-,Nubia,Z5S Mini,43079.0,2016-05-01 12:03:40,Samalkot,AndhraPradesh,82.21643700000001,17.083040999999998
37660,4.754472580322142e+18,M,28,M27-28,Xiaomi,红米2A,663680.0,2016-05-04 23:58:44,Karaikal,Pondicherry,79.88683999999998,10.980955
37670,-7.420649618279597e+18,M,22,M22-,Huawei,G610S,819318.0,2016-05-07 14:10:23,Siddipet,AndhraPradesh,78.900609,18.135397
37679,-1.212168966831094e+17,M,29,M29-31,Xiaomi,MI 2S,6843.0,2016-05-01 09:04:12,Visakhapatnam,AndhraPradesh,83.335178,17.8221
37934,-8.932961254498141e+18,M,37,M32-38,Samsung,Galaxy S3,36985.0,2016-05-05 08:49:52,Srikakulam,AndhraPradesh,83.91924,18.341594
37960,-5.415588918618917e+18,M,37,M32-38,Samsung,Galaxy S3,6085.0,2016-05-01 08:03:48,Visakhapatnam,AndhraPradesh,83.36626199999998,17.755071
38144,-4.688658097966524e+18,F,35,F33-42,Samsung,Galaxy S4,8644.0,2016-05-03 10:06:07,Visakhapatnam,AndhraPradesh,83.37451800000002,17.824622
38199,-3.3814016439886694e+18,M,28,M27-28,Huawei,Ascend P6,55506.0,2016-05-05 19:36:43,Bobbili,AndhraPradesh,83.418028,18.635706
38292,-4.916282084932634e+18,M,41,M39+,TCL,乐玩,176708.0,2016-05-05 13:51:27,Piduguralla,AndhraPradesh,79.987734,16.56455
38296,-8.97165543278387e+18,F,21,F23-,Samsung,Galaxy S2 Plus,288470.0,2016-05-01 21:43:49,Warangal,AndhraPradesh,79.672283,18.073586
38307,-8.134222671630737e+18,M,24,M23-26,OPPO,R3,49235.0,2016-05-07 15:53:49,Karaikal,Pondicherry,79.882649,11.004716
38374,-1.2966827093679388e+18,F,24,F24-26,Coolpad,F2,9844.0,2016-05-07 10:37:14,Visakhapatnam,AndhraPradesh,83.32340400000002,17.7473
38620,-6.612799116246179e+17,M,53,M39+,vivo,X6,8827.0,2016-05-03 10:19:21,Visakhapatnam,AndhraPradesh,83.388548,17.797009
39069,6.685538359343052e+18,M,29,M29-31,Xiaomi,MI 2S,9404.0,2016-05-05 10:39:49,Visakhapatnam,AndhraPradesh,83.360156,17.741426
39111,5.706951917697798e+18,F,24,F24-26,vivo,X5M,8894.0,2016-05-04 10:29:15,Visakhapatnam,AndhraPradesh,83.339626,17.740839
39514,4.511371234665516e+17,M,23,M23-26,Xiaomi,红米2A,389198.0,2016-05-03 22:48:42,Serilungampalle,AndhraPradesh,78.42113,17.501640000000002
39521,8.848459668844966e+18,F,44,F43+,Xiaomi,MI 2S,7768.0,2016-05-05 09:51:17,Visakhapatnam,AndhraPradesh,83.368061,17.757662
39684,-2.4375333727287977e+18,M,28,M27-28,Xiaomi,MI One Plus,202418.0,2016-05-02 13:54:54,Dharmavaram,AndhraPradesh,77.76916999999997,14.477266
39699,-9.211311018136104e+18,M,23,M23-26,Meizu,MX4,73279.0,2016-05-05 06:44:54,Palwancha,AndhraPradesh,80.75938400000003,17.654024
39788,-9.549886062801582e+17,F,40,F33-42,Xiaomi,S5.5L,279921.0,2016-05-05 13:48:59,Srikakulam,AndhraPradesh,83.911862,18.310763
39790,4.443311636853136e+18,M,24,M23-26,Xiaomi,红米note,2655937.0,2016-05-01 13:46:50,Gajuwaka,AndhraPradesh,83.265283,17.779805
39791,3.772183459519849e+18,M,32,M32-38,Samsung,Galaxy On5,128100.0,2016-05-03 09:57:49,Guntakal,AndhraPradesh,77.44314,15.258857
39793,-6.905811020607617e+18,M,20,M22-,Samsung,Galaxy S3,1273777.0,2016-05-04 07:05:13,Chilakalurupet,AndhraPradesh,80.237267,16.183332999999998
39794,6.704447145378525e+18,M,19,M22-,OPPO,A31,36632.0,2016-05-03 08:29:32,Wanparti,AndhraPradesh,78.091499,16.393407
39851,-2.790952819540757e+18,M,27,M27-28,Huawei,荣耀3C,448575.0,2016-05-06 13:40:50,Warangal,AndhraPradesh,79.671669,18.104554
39861,3.1929107314672394e+18,F,31,F29-32,Samsung,Galaxy Note 2,27958.0,2016-05-02 23:19:00,Ramagundam,AndhraPradesh,79.545962,18.862956
39881,3.233451041635262e+18,F,26,F24-26,Xiaomi,MI 4,8341.0,2016-05-01 10:26:43,Visakhapatnam,AndhraPradesh,83.32968699999998,17.745556
40056,1.544422197023189e+18,M,29,M29-31,Huawei,荣耀畅玩4X,64051.0,2016-05-07 00:05:18,Tadpatri,AndhraPradesh,78.067829,14.978825
40133,-7.077767179615318e+18,F,25,F24-26,Little Poplar,MM1101,98039.0,2016-05-02 18:47:58,Palakollu,AndhraPradesh,81.820099,16.619962
40172,6.107125693146962e+18,M,23,M23-26,Huawei,G610T,370472.0,2016-05-06 14:22:27,LalbahadurNagar,AndhraPradesh,78.552475,17.494142999999998
40175,3.1295304808934246e+18,M,37,M32-38,Huawei,荣耀3C,217507.0,2016-05-02 06:28:17,Guntakal,AndhraPradesh,77.469892,15.192329
40181,-5.402409400469962e+18,M,18,M22-,Samsung,Galaxy S6 Edge+,445308.0,2016-05-04 11:24:24,Tenali,AndhraPradesh,80.72562400000002,16.274456999999998
40185,7.106475659061724e+18,M,24,M23-26,Xiaomi,红米1S,289126.0,2016-05-04 21:00:08,Miryalaguda,AndhraPradesh,79.65886599999997,16.9617
40190,-7.012175359604431e+18,M,24,M23-26,Coolpad,大神F2,48955.0,2016-05-06 15:24:45,Adoni,AndhraPradesh,77.32689,15.651992000000002
40447,-1.419006050569538e+18,F,29,F29-32,vivo,X5Max+,107940.0,2016-05-02 21:42:15,Aizawl,Mizoram,92.733986,23.780439
40511,1.7734249376436534e+18,M,26,M23-26,Meizu,MX4 Pro,93334.0,2016-05-02 11:27:47,Palakollu,AndhraPradesh,81.761604,16.535917
40556,5.150459405538699e+18,M,44,M39+,Mengmi,P6,10110.0,2016-05-01 11:46:32,Visakhapatnam,AndhraPradesh,83.355426,17.768452
40656,4.484994706392052e+18,M,21,M22-,vivo,Y35,192480.0,2016-05-02 23:24:01,Chilakalurupet,AndhraPradesh,80.21736999999997,16.172628000000003
40671,-8.947033512280776e+18,M,27,M27-28,Huawei,荣耀3X畅玩版,42496.0,2016-05-06 11:34:24,Adoni,AndhraPradesh,77.345803,15.688935999999998
40733,8.877077666359949e+18,M,30,M29-31,Lenovo,N986,36701.0,2016-05-04 08:22:44,Tura,Meghalaya,90.249166,25.553097
40796,9.21799667011139e+18,M,30,M29-31,Samsung,三星big foot,515792.0,2016-05-02 13:48:59,Rajamahendri,AndhraPradesh,81.85638200000002,17.11374
40798,-9.036654298695936e+18,F,42,F33-42,Meizu,魅蓝NOTE,79213.0,2016-05-04 11:13:41,Piduguralla,AndhraPradesh,79.99122700000002,16.510988
40852,1.4585491283302602e+18,M,32,M32-38,China Mobile,A1,8475.0,2016-05-02 10:28:17,Visakhapatnam,AndhraPradesh,83.399884,17.783467
40876,7.408749981248142e+18,F,36,F33-42,Xiaomi,红米1S,83924.0,2016-05-02 13:41:13,LalbahadurNagar,AndhraPradesh,78.533473,17.481929
40999,7.646012159085025e+18,F,27,F27-28,Duowei,D500,48675.0,2016-05-04 15:27:35,Belampalli,AndhraPradesh,79.515739,19.109519
41004,-9.065022493546834e+18,M,46,M39+,Huawei,荣耀6,176099.0,2016-05-01 13:34:20,Jagtial,AndhraPradesh,78.97725600000003,18.875715
41014,-6.194012307985571e+18,F,49,F43+,vivo,X6 Plus D,856973.0,2016-05-07 17:00:53,Ramachandrapuram,AndhraPradesh,78.06682099999998,17.607018999999994
41017,-2.9696380826553774e+18,M,28,M27-28,Xiaomi,MI 3,189850.0,2016-05-07 21:21:57,Jagtial,AndhraPradesh,78.991152,18.834004999999998
41023,-5.429663729123812e+18,M,25,M23-26,OPPO,R1C,269926.0,2016-05-02 05:55:21,Bhongir,AndhraPradesh,78.90880399999998,17.565023
41033,7.202894137631048e+17,F,32,F29-32,Xiaomi,MI 3,539679.0,2016-05-03 00:52:26,UppalKalan,AndhraPradesh,78.64030699999998,17.449427
41045,-1.5836141732136878e+18,M,28,M27-28,One Plus,One,58875.0,2016-05-03 21:38:31,Adoni,AndhraPradesh,77.379237,15.683729
41054,-7.062222189847e+18,M,29,M29-31,Meizu,魅蓝Note 2,142035.0,2016-05-05 10:01:18,Hindupur,AndhraPradesh,77.534358,13.895517000000002
41056,-6.789067761075681e+18,F,44,F43+,Samsung,Galaxy Note 2,1739972.0,2016-05-05 23:08:51,Pondicherry,Pondicherry,79.899286,11.987032000000001
41057,5.502283392233325e+18,M,29,M29-31,Meizu,魅蓝,25908.0,2016-05-07 21:22:36,Malkajgiri,AndhraPradesh,78.65942100000002,17.575089000000002
41131,5.849930663344663e+17,M,28,M27-28,Xiaomi,MI 2,95664.0,2016-05-01 07:57:47,Bhimavaram,AndhraPradesh,81.566259,16.614744
41166,-6.292237957685356e+18,M,36,M32-38,Huawei,U9508,214125.0,2016-05-02 23:19:06,Shimla,HimachalPradesh,77.18032600000002,31.141959000000003
41201,-5.332987960683005e+18,M,26,M23-26,Xiaomi,小米note,356559.0,2016-05-07 17:43:42,Rajamahendri,AndhraPradesh,81.882575,17.089924
41211,5.422404628414939e+18,F,57,F43+,Samsung,Galaxy Mega 5.8,6754.0,2016-05-01 09:06:08,Visakhapatnam,AndhraPradesh,83.332302,17.819284
41481,-6.414152639204747e+18,M,32,M32-38,Huawei,Mate 8,285948.0,2016-05-06 18:44:08,Palasa,AndhraPradesh,84.50944399999999,18.854826
41489,5.546218524307801e+18,F,27,F27-28,Huawei,畅享5,80094.0,2016-05-06 11:38:16,Chirala,AndhraPradesh,80.425096,15.932834
41541,1.4346584263587144e+18,M,31,M29-31,Xiaomi,MI 4,93676.0,2016-05-05 16:22:52,Anakapalle,AndhraPradesh,83.036862,17.744901000000006
41548,-7.51645313308906e+18,M,41,M39+,Meizu,MX4 Pro,9220.0,2016-05-05 10:14:21,Visakhapatnam,AndhraPradesh,83.310343,17.793224000000006
41552,1.342841552563513e+18,M,38,M32-38,Huawei,荣耀6,6221.0,2016-05-01 08:54:48,Visakhapatnam,AndhraPradesh,83.344092,17.820994
41643,-7.255682796037399e+18,M,24,M23-26,Meizu,MX2,838975.0,2016-05-07 08:10:55,Dharmavaram,AndhraPradesh,77.786425,14.430164000000001
41649,8.653974023045231e+17,M,48,M39+,Xiaomi,MI 2S,51640.0,2016-05-02 17:43:50,Tandur,AndhraPradesh,77.6198,17.312637
41722,3.4296438456597125e+18,M,30,M29-31,Coolpad,大神F1,138354.0,2016-05-03 18:34:25,Yemmiganur,AndhraPradesh,77.51165,15.821632
41730,-3.612848248776996e+18,M,34,M32-38,Meizu,魅蓝,7358.0,2016-05-03 09:43:32,Visakhapatnam,AndhraPradesh,83.336862,17.756230000000006
41757,-7.173359227792081e+18,M,20,M22-,Meizu,魅蓝Note 2,7558.0,2016-05-04 09:10:05,Visakhapatnam,AndhraPradesh,83.399354,17.744446
41842,-5.284276607255529e+16,M,24,M23-26,Coolpad,8721,9857.0,2016-05-07 10:15:27,Visakhapatnam,AndhraPradesh,83.334965,17.78128
41890,-6.066735894544077e+18,M,24,M23-26,OPPO,R2017,974962.0,2016-05-04 23:16:06,Ponnur,AndhraPradesh,80.6405,16.085969
41895,-4.643657706285368e+18,F,35,F33-42,Samsung,Galaxy Mega 5.8,164640.0,2016-05-01 22:44:46,Kodar,AndhraPradesh,80.043684,17.01406
41897,-2.6195940259750016e+18,M,58,M39+,Samsung,Galaxy Tab 3 8.0,158516.0,2016-05-01 20:52:55,Vijayawada,AndhraPradesh,80.686048,16.590328
41927,-6.242861269143971e+18,M,24,M23-26,Samsung,A3300-T,6758.0,2016-05-01 09:04:13,Visakhapatnam,AndhraPradesh,83.347652,17.785227
42060,1.5510693254272197e+18,M,29,M29-31,Samsung,Galaxy Ace 3,43178.0,2016-05-02 12:40:19,Serilungampalle,AndhraPradesh,78.383628,17.559655
42123,1.8210337060289e+18,M,36,M32-38,Huawei,Mate 8,201910.0,2016-05-07 12:26:51,Koratla,AndhraPradesh,78.78389399999998,18.845595
42149,5.706665227941263e+18,M,26,M23-26,Samsung,Galaxy S4,6962.0,2016-05-02 09:48:47,Visakhapatnam,AndhraPradesh,83.35688999999998,17.815801999999994
42204,8.49258979550527e+18,F,28,F27-28,Xiaomi,MI 4,119504.0,2016-05-05 22:57:30,Chittur,AndhraPradesh,79.14251999999998,13.293842999999999
42230,6.842244735467574e+18,F,33,F33-42,Huawei,C8815,32912.0,2016-05-03 05:53:29,Rajamahendri,AndhraPradesh,81.81948299999998,17.030399
42259,-6.416988972594825e+18,F,23,F23-,Xiaomi,MI 3,476117.0,2016-05-07 23:31:54,Kavali,AndhraPradesh,80.069696,15.008191
42261,7.040502480519503e+18,M,35,M32-38,Xiaomi,红米Note3,7873.0,2016-05-06 09:37:52,Visakhapatnam,AndhraPradesh,83.38900699999998,17.763377000000006
42336,-2.4433569500375045e+18,F,20,F23-,Samsung,Galaxy A5,98587.0,2016-05-03 18:22:16,Srikakulam,AndhraPradesh,83.953027,18.312347
42359,2.7018047611084754e+18,M,33,M32-38,vivo,S3+,492781.0,2016-05-07 11:41:51,Chittur,AndhraPradesh,79.138545,13.269739
42367,7.526636032298399e+18,F,27,F27-28,LeEco,超级手机1s,168950.0,2016-05-07 08:32:05,LalbahadurNagar,AndhraPradesh,78.513889,17.460274
42384,-3.8853127394467e+18,M,25,M23-26,Samsung,Galaxy S4,78684.0,2016-05-01 11:25:47,Chirala,AndhraPradesh,80.438507,15.929046
42432,-4.4750492383640576e+18,F,34,F33-42,Huawei,G610T,904110.0,2016-05-03 15:52:13,Ongole,AndhraPradesh,80.08217499999998,15.588301999999999
42436,-5.786851030076123e+17,F,28,F27-28,Xiaomi,红米3,203535.0,2016-05-03 14:35:02,Bodhan,AndhraPradesh,77.967303,18.75364
42444,-4.474052587153733e+17,F,41,F33-42,Samsung,VIBE X,9256.0,2016-05-05 10:03:25,Visakhapatnam,AndhraPradesh,83.38134699999998,17.750228
42610,-5.965157835695433e+18,F,33,F33-42,Huawei,荣耀畅玩4C,8554.0,2016-05-02 10:00:30,Visakhapatnam,AndhraPradesh,83.33386,17.751492000000006
42813,-7.705397944488664e+17,M,18,M22-,Xiaomi,红米1S,1353423.0,2016-05-05 23:41:40,Siddipet,AndhraPradesh,78.87684899999998,18.15033
42816,8.913648028107744e+18,M,39,M39+,Youmi,3,200193.0,2016-05-05 11:09:54,Rajamahendri,AndhraPradesh,81.85489700000002,17.091604
42834,7.182482505685113e+18,F,34,F33-42,OPPO,R3,256169.0,2016-05-02 16:46:00,Kukatpalle,AndhraPradesh,78.43413199999998,17.517802
42845,-6.994082601679963e+18,F,28,F27-28,Samsung,Galaxy S3,7199.0,2016-05-03 09:51:27,Visakhapatnam,AndhraPradesh,83.381273,17.82077
42924,-5.787247562351917e+18,F,54,F43+,Samsung,Galaxy Mega 5.8,7407.0,2016-05-04 09:38:31,Visakhapatnam,AndhraPradesh,83.39535699999998,17.794512
43101,-8.757686640754364e+18,M,28,M27-28,OPPO,R831T,178417.0,2016-05-01 15:44:30,Adoni,AndhraPradesh,77.354352,15.674456
43121,6.484391656127246e+18,M,31,M29-31,Xiaomi,MI 2S,7538.0,2016-05-04 09:33:41,Visakhapatnam,AndhraPradesh,83.37609599999998,17.774406
43199,7.744135398540414e+18,F,30,F29-32,Xiaomi,红米note,239475.0,2016-05-05 23:25:54,Kagaznagar,AndhraPradesh,79.523756,19.361655
43231,-2.996014839502014e+18,F,37,F33-42,Xiaomi,红米1S,2716301.0,2016-05-06 06:40:58,Kapra,AndhraPradesh,78.506679,17.408712
43232,-8.729984624736566e+18,F,27,F27-28,Huawei,Y300,312254.0,2016-05-05 16:30:17,Kavali,AndhraPradesh,80.00087599999998,15.011395000000002
43247,-1.458497517208563e+18,F,26,F24-26,Coolpad,大神F1,293097.0,2016-05-01 01:33:24,Wanparti,AndhraPradesh,78.130703,16.446379
43266,2.030266549717188e+18,M,17,M22-,Flyer,T9608,125206.0,2016-05-07 07:15:02,Chilakalurupet,AndhraPradesh,80.219617,16.122501
43278,-6.105676540609996e+18,M,22,M22-,HTC,One X,23580.0,2016-05-04 20:47:13,Srikalahasti,AndhraPradesh,79.766319,13.801972
43299,5.848415656515361e+18,M,21,M22-,Samsung,Galaxy S3,409324.0,2016-05-01 11:46:54,LalbahadurNagar,AndhraPradesh,78.564853,17.455379999999998
43309,-7.987323613612976e+18,M,22,M22-,HTC,One S,6476.0,2016-05-03 08:17:27,Visakhapatnam,AndhraPradesh,83.325846,17.75958
43347,-7.684074376659885e+18,F,27,F27-28,Xiaomi,MI 3,9958.0,2016-05-07 10:25:51,Visakhapatnam,AndhraPradesh,83.371737,17.767792
43556,5.172148061819752e+17,F,35,F33-42,Samsung,Galaxy S4,72142.0,2016-05-07 04:20:13,Bhimavaram,AndhraPradesh,81.585351,16.58821
43603,-4.195605545446933e+18,M,29,M29-31,Xiaomi,MI 4,1386938.0,2016-05-03 18:37:34,Tirupati,AndhraPradesh,79.47681299999998,13.690439999999999
43604,-7.575507486583059e+18,M,34,M32-38,LeEco,超级手机1s,32399.0,2016-05-04 04:40:44,Koratla,AndhraPradesh,78.734064,18.834525
43742,8.440376824597897e+18,M,23,M23-26,OPPO,Find 7,23696.0,2016-05-04 20:32:12,UppalKalan,AndhraPradesh,78.62943800000002,17.390168
43845,-5.951166492537209e+18,F,35,F33-42,Coolpad,7260,60006.0,2016-05-07 21:13:11,Gaddiannaram,AndhraPradesh,78.567672,17.378401
43872,-8.761220050285155e+18,M,24,M23-26,Samsung,Galaxy Note 2,9549.0,2016-05-06 10:41:06,Visakhapatnam,AndhraPradesh,83.312388,17.811401999999994
43922,3.9525135292167286e+18,M,39,M39+,Huawei,MT2-C00,1002468.0,2016-05-04 01:22:22,Markapur,AndhraPradesh,79.350899,15.747289000000002
43926,4.53942875703494e+18,F,65,F43+,Huawei,Mate 7,9247.0,2016-05-05 10:21:18,Visakhapatnam,AndhraPradesh,83.368416,17.762116
44054,-8.08756599680481e+18,F,19,F23-,Samsung,Galaxy Grand DUOS,1978198.0,2016-05-06 20:00:10,Mangalagiri,AndhraPradesh,80.57449100000002,16.492644000000002
44055,7.901123649807143e+18,M,34,M32-38,OPPO,A31,666626.0,2016-05-04 05:56:45,Bobbili,AndhraPradesh,83.380925,18.59925
44059,-6.797156147321234e+17,F,29,F29-32,Meizu,魅蓝Note 2,6721.0,2016-05-01 09:29:35,Visakhapatnam,AndhraPradesh,83.33236,17.823014
44239,3.5851294713421373e+18,M,36,M32-38,OPPO,A33,6766.0,2016-05-01 09:10:04,Visakhapatnam,AndhraPradesh,83.345873,17.769475
44242,7.637338950704617e+18,F,17,F23-,LeEco,超级手机1s,219154.0,2016-05-06 07:15:32,Ramagundam,AndhraPradesh,79.525006,18.862509
44249,2.380603140250753e+18,M,21,M22-,Samsung,Galaxy S4,274039.0,2016-05-04 09:53:12,Kapra,AndhraPradesh,78.55436800000003,17.461174
44251,6.771468666660006e+18,M,21,M22-,Samsung,Galaxy Note 3,222647.0,2016-05-02 10:26:10,Tadpatri,AndhraPradesh,78.022026,14.989269
44268,-1.663505725783991e+18,M,21,M22-, Coolby ,S3,184047.0,2016-05-03 19:41:08,Kondukur,AndhraPradesh,79.987415,15.249276
44271,2.601239614424505e+18,M,21,M22-,LeEco,超级手机1s,229554.0,2016-05-02 16:08:48,Shimla,HimachalPradesh,77.242391,31.120309000000002
44283,-7.286499510075138e+18,F,22,F23-,vivo,Xperia Z Ultra,78877.0,2016-05-02 11:31:04,Mangalagiri,AndhraPradesh,80.650554,16.47682
44351,-8.530175433000178e+18,M,39,M39+,Samsung,Galaxy Note 3,215791.0,2016-05-03 02:02:34,Ongole,AndhraPradesh,80.113372,15.588139000000002
44368,9.172055829696739e+18,M,44,M39+,Samsung,Galaxy A7,143744.0,2016-05-03 11:47:42,Dhone,AndhraPradesh,77.955986,15.453187
44390,-3.327512158837688e+18,M,21,M22-,One Plus,One,45362.0,2016-05-03 13:46:03,Nizamabad,AndhraPradesh,78.16669999999998,18.759698
44426,8.374210099987951e+17,M,19,M22-,Meizu,MX3,778546.0,2016-05-06 21:11:05,Adoni,AndhraPradesh,77.300213,15.688875
44435,-2.3320898989883745e+18,M,21,M22-,Huawei,荣耀畅玩5X,238682.0,2016-05-02 23:20:16,Vijayawada,AndhraPradesh,80.65301699999998,16.561328
44448,-4.3546774826346527e+18,M,22,M22-,Xiaomi,红米note,34163.0,2016-05-05 06:04:08,Sattenapalle,AndhraPradesh,80.22729500000001,16.469873
44567,-7.661250648946421e+18,M,20,M22-,vivo,X5Pro,740632.0,2016-05-07 16:09:44,Bhimavaram,AndhraPradesh,81.55932299999998,16.617164000000002
44568,-4.718483857234032e+18,F,44,F43+,Samsung,Galaxy Note 2,7264.0,2016-05-03 09:12:59,Visakhapatnam,AndhraPradesh,83.378111,17.823626
44838,-1.1802289971354266e+18,F,35,F33-42,Samsung,Galaxy Ace 2,9109.0,2016-05-04 10:01:55,Visakhapatnam,AndhraPradesh,83.336929,17.809973
44898,-6.249140703800017e+18,M,27,M27-28,Samsung,G3818,651550.0,2016-05-06 23:58:10,Palakollu,AndhraPradesh,81.79140500000003,16.569544
44901,4.947755087251077e+17,M,25,M23-26,vivo,X3L,431566.0,2016-05-02 20:57:25,Eluru,AndhraPradesh,81.134116,16.768318999999998
44902,8.410917792190473e+18,M,27,M27-28,Meizu,MX3,6229.0,2016-05-01 08:51:07,Visakhapatnam,AndhraPradesh,83.36653799999998,17.782938
44972,3.881138135179592e+18,M,26,M23-26,OPPO,R9,108819.0,2016-05-07 17:11:52,Kottagudem,AndhraPradesh,80.737211,17.610962999999995
45008,-6.588830271635204e+18,M,38,M32-38,Xiaomi,MI 4,8781.0,2016-05-03 10:50:49,Visakhapatnam,AndhraPradesh,83.363132,17.760956
45089,2.0227748849378043e+18,M,21,M22-,Xiaomi,MI 2S,9431.0,2016-05-06 10:44:58,Visakhapatnam,AndhraPradesh,83.37665199999998,17.811656
45339,-6.691954331425585e+17,M,20,M22-,Samsung,乐檬K3,323433.0,2016-05-07 21:57:52,Kadiri,AndhraPradesh,78.215657,14.144586
45347,-6.894922156425467e+18,M,19,M22-,Huawei,G610S,281725.0,2016-05-01 15:46:47,Jagtial,AndhraPradesh,78.97260299999998,18.812941
